Host: ubuntu19  Current process id: 14488
./linkern -s 43 -S linkern.tour -R 1000000000 -t 10000 ./cities1k.tsp
Chained Lin-Kernighan with seed 43
Problem Name: traveling-santa-2018-prime-paths
traveling-santa-2018-prime-paths
Problem Type: TSP
Number of Nodes: 197769
Rounded Euclidean Norm (CC_EUCLIDEAN)
Time to build kdtree: 0.07
..................................................................................................................................................................................................... 908246 edges
Time to find quad 2-nearest: 1.53
Grow a Quick-Boruvka tour 
...................
Length of Quick-Boruvka Tour: 1664310972.00
Time to grow tour: 0.21
linkern ...
Starting Cycle: 1664310972
   0 Steps   Best: 1515104241   7.58 seconds
1214999 Steps   Best: 1503594533   2900.61 seconds
1215588 Steps   Best: 1503593881   2901.88 seconds
1215999 Steps   Best: 1503593881   2902.75 seconds
1216058 Steps   Best: 1503593640   2902.91 seconds
1216860 Steps   Best: 1503593534   2904.75 seconds
1216999 Steps   Best: 1503593534   2905.12 seconds
1217908 Steps   Best: 1503593427   2907.18 seconds
1217999 Steps   Best: 1503593427   2907.38 seconds
1218999 Steps   Best: 1503593427   2909.57 seconds
1219999 Steps   Best: 1503593427   2911.84 seconds
Wrote the tour to linkern.tour
1220999 Steps   Best: 1503593427   2914.03 seconds
1221999 Steps   Best: 1503593427   2916.21 seconds
1222317 Steps   Best: 1503593248   2916.91 seconds
1222999 Steps   Best: 1503593248   2918.34 seconds
1223313 Steps   Best: 1503592988   2919.01 seconds
1223369 Steps   Best: 1503592901   2919.14 seconds
1223999 Steps   Best: 1503592901   2920.52 seconds
1224999 Steps   Best: 1503592901   2922.75 seconds
1225430 Steps   Best: 1503592836   2923.74 seconds
1225570 Steps   Best: 1503592694   2924.05 seconds
1225646 Steps   Best: 1503592683   2924.23 seconds
1225999 Steps   Best: 1503592683   2925.09 seconds
1226460 Steps   Best: 1503592673   2926.10 seconds
1226999 Steps   Best: 1503592673   2927.39 seconds
1227615 Steps   Best: 1503592469   2928.94 seconds
1227999 Steps   Best: 1503592469   2929.84 seconds
1228229 Steps   Best: 1503592271   2930.45 seconds
1228323 Steps   Best: 1503592123   2930.64 seconds
1228573 Steps   Best: 1503590455   2931.16 seconds
1228999 Steps   Best: 1503590455   2932.04 seconds
1229489 Steps   Best: 1503590425   2933.23 seconds
1229993 Steps   Best: 1503590319   2934.30 seconds
1229999 Steps   Best: 1503590319   2934.32 seconds
Wrote the tour to linkern.tour
1230325 Steps   Best: 1503590032   2935.02 seconds
1230999 Steps   Best: 1503590032   2936.45 seconds
1231070 Steps   Best: 1503589964   2936.60 seconds
1231271 Steps   Best: 1503589295   2937.01 seconds
1231999 Steps   Best: 1503589295   2938.67 seconds
1232999 Steps   Best: 1503589295   2940.90 seconds
1233043 Steps   Best: 1503588832   2941.03 seconds
1233999 Steps   Best: 1503588832   2943.22 seconds
1234999 Steps   Best: 1503588832   2945.68 seconds
1235401 Steps   Best: 1503588567   2946.70 seconds
1235999 Steps   Best: 1503588567   2947.96 seconds
1236505 Steps   Best: 1503588183   2949.02 seconds
1236999 Steps   Best: 1503588183   2950.10 seconds
1237967 Steps   Best: 1503587044   2952.41 seconds
1237999 Steps   Best: 1503587044   2952.52 seconds
1238999 Steps   Best: 1503587044   2954.92 seconds
1239359 Steps   Best: 1503586708   2955.66 seconds
1239999 Steps   Best: 1503586708   2957.19 seconds
Wrote the tour to linkern.tour
1240749 Steps   Best: 1503585928   2958.85 seconds
1240999 Steps   Best: 1503585928   2959.37 seconds
1241475 Steps   Best: 1503585909   2960.42 seconds
1241914 Steps   Best: 1503585771   2961.39 seconds
1241999 Steps   Best: 1503585771   2961.60 seconds
1242999 Steps   Best: 1503585771   2963.85 seconds
1243341 Steps   Best: 1503585552   2964.58 seconds
1243999 Steps   Best: 1503585552   2966.00 seconds
1244999 Steps   Best: 1503585552   2968.05 seconds
1245999 Steps   Best: 1503585552   2970.11 seconds
1246829 Steps   Best: 1503585222   2971.88 seconds
1246999 Steps   Best: 1503585222   2972.30 seconds
1247999 Steps   Best: 1503585222   2974.59 seconds
1248999 Steps   Best: 1503585222   2976.71 seconds
1249999 Steps   Best: 1503585222   2978.91 seconds
Wrote the tour to linkern.tour
1250999 Steps   Best: 1503585222   2981.05 seconds
1251155 Steps   Best: 1503585163   2981.39 seconds
1251999 Steps   Best: 1503585163   2983.32 seconds
1252336 Steps   Best: 1503584955   2983.99 seconds
1252458 Steps   Best: 1503584828   2984.28 seconds
1252608 Steps   Best: 1503584778   2984.60 seconds
1252999 Steps   Best: 1503584778   2985.44 seconds
1253608 Steps   Best: 1503584766   2986.71 seconds
1253999 Steps   Best: 1503584766   2987.52 seconds
1254105 Steps   Best: 1503584484   2987.74 seconds
1254999 Steps   Best: 1503584484   2989.86 seconds
1255654 Steps   Best: 1503584029   2991.27 seconds
1255999 Steps   Best: 1503584029   2992.04 seconds
1256067 Steps   Best: 1503583895   2992.19 seconds
1256999 Steps   Best: 1503583895   2994.14 seconds
1257036 Steps   Best: 1503583842   2994.20 seconds
1257199 Steps   Best: 1503583652   2994.54 seconds
1257999 Steps   Best: 1503583652   2996.25 seconds
1258198 Steps   Best: 1503583650   2996.67 seconds
1258363 Steps   Best: 1503583423   2997.02 seconds
1258999 Steps   Best: 1503583423   2998.41 seconds
1259999 Steps   Best: 1503583423   3000.58 seconds
Wrote the tour to linkern.tour
1260962 Steps   Best: 1503583341   3002.61 seconds
1260999 Steps   Best: 1503583341   3002.68 seconds
1261316 Steps   Best: 1503583218   3003.33 seconds
1261999 Steps   Best: 1503583218   3004.80 seconds
1262999 Steps   Best: 1503583218   3006.97 seconds
1263999 Steps   Best: 1503583218   3009.18 seconds
1264368 Steps   Best: 1503583026   3009.98 seconds
1264999 Steps   Best: 1503583026   3011.32 seconds
1265999 Steps   Best: 1503583026   3013.48 seconds
1266999 Steps   Best: 1503583026   3015.61 seconds
1267999 Steps   Best: 1503583026   3018.19 seconds
1268562 Steps   Best: 1503582176   3019.53 seconds
1268999 Steps   Best: 1503582176   3020.52 seconds
1269916 Steps   Best: 1503582119   3022.65 seconds
1269999 Steps   Best: 1503582119   3022.85 seconds
Wrote the tour to linkern.tour
1270694 Steps   Best: 1503581728   3024.44 seconds
1270999 Steps   Best: 1503581728   3025.16 seconds
1271999 Steps   Best: 1503581728   3027.21 seconds
1272999 Steps   Best: 1503581728   3029.47 seconds
1273175 Steps   Best: 1503581385   3029.83 seconds
1273999 Steps   Best: 1503581385   3031.81 seconds
1274999 Steps   Best: 1503581385   3033.97 seconds
1275841 Steps   Best: 1503581034   3035.87 seconds
1275999 Steps   Best: 1503581034   3036.21 seconds
1276227 Steps   Best: 1503580992   3036.93 seconds
1276424 Steps   Best: 1503580961   3037.55 seconds
1276999 Steps   Best: 1503580961   3038.99 seconds
1277999 Steps   Best: 1503580961   3041.41 seconds
1278166 Steps   Best: 1503580867   3041.79 seconds
1278601 Steps   Best: 1503580802   3042.77 seconds
1278999 Steps   Best: 1503580802   3043.62 seconds
1279999 Steps   Best: 1503580802   3045.81 seconds
Wrote the tour to linkern.tour
1280247 Steps   Best: 1503580731   3046.45 seconds
1280999 Steps   Best: 1503580731   3048.07 seconds
1281999 Steps   Best: 1503580731   3050.40 seconds
1282731 Steps   Best: 1503580414   3051.91 seconds
1282999 Steps   Best: 1503580414   3052.50 seconds
1283605 Steps   Best: 1503580373   3053.83 seconds
1283661 Steps   Best: 1503579798   3053.97 seconds
1283999 Steps   Best: 1503579798   3054.68 seconds
1284999 Steps   Best: 1503579798   3056.79 seconds
1285139 Steps   Best: 1503579441   3057.11 seconds
1285221 Steps   Best: 1503578744   3057.31 seconds
1285999 Steps   Best: 1503578744   3059.02 seconds
1286999 Steps   Best: 1503578744   3061.26 seconds
1287999 Steps   Best: 1503578744   3063.54 seconds
1288999 Steps   Best: 1503578744   3065.75 seconds
1289999 Steps   Best: 1503578744   3068.23 seconds
Wrote the tour to linkern.tour
1290211 Steps   Best: 1503578608   3068.79 seconds
1290885 Steps   Best: 1503578274   3070.44 seconds
1290999 Steps   Best: 1503578274   3070.69 seconds
1291100 Steps   Best: 1503577692   3070.96 seconds
1291392 Steps   Best: 1503577617   3071.59 seconds
1291999 Steps   Best: 1503577617   3073.00 seconds
1292205 Steps   Best: 1503577547   3073.43 seconds
1292999 Steps   Best: 1503577547   3075.23 seconds
1293999 Steps   Best: 1503577547   3077.60 seconds
1294947 Steps   Best: 1503577494   3079.70 seconds
1294999 Steps   Best: 1503577494   3079.82 seconds
1295275 Steps   Best: 1503577464   3080.43 seconds
1295441 Steps   Best: 1503577447   3080.79 seconds
1295895 Steps   Best: 1503577061   3081.83 seconds
1295999 Steps   Best: 1503577061   3082.06 seconds
1296999 Steps   Best: 1503577061   3084.31 seconds
1297999 Steps   Best: 1503577061   3086.49 seconds
1298997 Steps   Best: 1503576590   3088.73 seconds
1298999 Steps   Best: 1503576590   3088.73 seconds
1299999 Steps   Best: 1503576590   3090.94 seconds
Wrote the tour to linkern.tour
1300999 Steps   Best: 1503576590   3093.23 seconds
1301555 Steps   Best: 1503576280   3094.55 seconds
1301638 Steps   Best: 1503576186   3094.72 seconds
1301999 Steps   Best: 1503576186   3095.56 seconds
1302468 Steps   Best: 1503576159   3096.64 seconds
1302963 Steps   Best: 1503575983   3097.73 seconds
1302999 Steps   Best: 1503575983   3097.80 seconds
1303999 Steps   Best: 1503575983   3099.95 seconds
1304998 Steps   Best: 1503575794   3102.30 seconds
1304999 Steps   Best: 1503575794   3102.30 seconds
1305679 Steps   Best: 1503575766   3103.82 seconds
1305999 Steps   Best: 1503575766   3104.57 seconds
1306999 Steps   Best: 1503575766   3106.81 seconds
1307417 Steps   Best: 1503575690   3107.77 seconds
1307999 Steps   Best: 1503575690   3109.09 seconds
1308479 Steps   Best: 1503575141   3110.14 seconds
1308999 Steps   Best: 1503575141   3111.33 seconds
1309944 Steps   Best: 1503574603   3113.43 seconds
1309999 Steps   Best: 1503574603   3113.58 seconds
Wrote the tour to linkern.tour
1310442 Steps   Best: 1503574496   3114.61 seconds
1310999 Steps   Best: 1503574496   3115.81 seconds
1311999 Steps   Best: 1503574496   3118.07 seconds
1312999 Steps   Best: 1503574496   3120.25 seconds
1313495 Steps   Best: 1503574488   3121.35 seconds
1313587 Steps   Best: 1503573856   3121.57 seconds
1313924 Steps   Best: 1503573590   3122.37 seconds
1313999 Steps   Best: 1503573590   3122.51 seconds
1314999 Steps   Best: 1503573590   3124.70 seconds
1315999 Steps   Best: 1503573590   3126.89 seconds
1316013 Steps   Best: 1503573423   3126.92 seconds
1316751 Steps   Best: 1503573405   3128.56 seconds
1316999 Steps   Best: 1503573405   3129.15 seconds
1317770 Steps   Best: 1503573384   3130.72 seconds
1317999 Steps   Best: 1503573384   3131.20 seconds
1318125 Steps   Best: 1503573365   3131.51 seconds
1318263 Steps   Best: 1503572585   3131.78 seconds
1318431 Steps   Best: 1503572090   3132.11 seconds
1318999 Steps   Best: 1503572090   3133.36 seconds
1319350 Steps   Best: 1503571894   3134.17 seconds
1319680 Steps   Best: 1503571544   3134.84 seconds
1319999 Steps   Best: 1503571544   3135.49 seconds
Wrote the tour to linkern.tour
1320999 Steps   Best: 1503571544   3138.23 seconds
1321081 Steps   Best: 1503571041   3138.45 seconds
1321999 Steps   Best: 1503571041   3140.57 seconds
1322278 Steps   Best: 1503570931   3141.27 seconds
1322828 Steps   Best: 1503570613   3142.73 seconds
1322999 Steps   Best: 1503570613   3143.11 seconds
1323804 Steps   Best: 1503569213   3145.26 seconds
1323860 Steps   Best: 1503568954   3145.37 seconds
1323999 Steps   Best: 1503568954   3145.69 seconds
1324167 Steps   Best: 1503568648   3146.06 seconds
1324999 Steps   Best: 1503568648   3147.79 seconds
1325999 Steps   Best: 1503568648   3150.30 seconds
1326527 Steps   Best: 1503568639   3151.54 seconds
1326999 Steps   Best: 1503568639   3152.49 seconds
1327999 Steps   Best: 1503568639   3154.69 seconds
1328999 Steps   Best: 1503568639   3156.83 seconds
1329999 Steps   Best: 1503568639   3158.88 seconds
Wrote the tour to linkern.tour
1330233 Steps   Best: 1503568072   3159.44 seconds
1330999 Steps   Best: 1503568072   3161.26 seconds
1331177 Steps   Best: 1503567971   3161.65 seconds
1331425 Steps   Best: 1503567949   3162.25 seconds
1331999 Steps   Best: 1503567949   3163.60 seconds
1332262 Steps   Best: 1503567828   3164.16 seconds
1332364 Steps   Best: 1503567795   3164.34 seconds
1332999 Steps   Best: 1503567795   3165.77 seconds
1333013 Steps   Best: 1503567725   3165.80 seconds
1333042 Steps   Best: 1503567522   3165.86 seconds
1333999 Steps   Best: 1503567522   3167.98 seconds
1334999 Steps   Best: 1503567522   3170.17 seconds
1335999 Steps   Best: 1503567522   3172.20 seconds
1336999 Steps   Best: 1503567522   3174.26 seconds
1337999 Steps   Best: 1503567522   3176.52 seconds
1338145 Steps   Best: 1503566984   3176.86 seconds
1338925 Steps   Best: 1503566879   3178.56 seconds
1338999 Steps   Best: 1503566879   3178.74 seconds
1339999 Steps   Best: 1503566879   3180.91 seconds
Wrote the tour to linkern.tour
1340133 Steps   Best: 1503566566   3181.19 seconds
1340999 Steps   Best: 1503566566   3183.13 seconds
1341999 Steps   Best: 1503566566   3185.35 seconds
1342999 Steps   Best: 1503566566   3187.55 seconds
1343999 Steps   Best: 1503566566   3189.76 seconds
1344999 Steps   Best: 1503566566   3192.06 seconds
1345179 Steps   Best: 1503566023   3192.51 seconds
1345999 Steps   Best: 1503566023   3194.25 seconds
1346722 Steps   Best: 1503566010   3195.81 seconds
1346999 Steps   Best: 1503566010   3196.38 seconds
1347999 Steps   Best: 1503566010   3198.58 seconds
1348999 Steps   Best: 1503566010   3200.70 seconds
1349488 Steps   Best: 1503565982   3201.87 seconds
1349565 Steps   Best: 1503565517   3202.07 seconds
1349705 Steps   Best: 1503565496   3202.37 seconds
1349943 Steps   Best: 1503565467   3202.88 seconds
1349999 Steps   Best: 1503565467   3203.00 seconds
Wrote the tour to linkern.tour
1350488 Steps   Best: 1503565227   3204.04 seconds
1350917 Steps   Best: 1503564707   3204.99 seconds
1350999 Steps   Best: 1503564707   3205.13 seconds
1351999 Steps   Best: 1503564707   3207.23 seconds
1352999 Steps   Best: 1503564707   3209.53 seconds
1353106 Steps   Best: 1503564262   3209.78 seconds
1353999 Steps   Best: 1503564262   3211.77 seconds
1354999 Steps   Best: 1503564262   3213.99 seconds
1355422 Steps   Best: 1503564165   3214.90 seconds
1355951 Steps   Best: 1503564114   3216.05 seconds
1355999 Steps   Best: 1503564114   3216.14 seconds
1356089 Steps   Best: 1503563988   3216.38 seconds
1356988 Steps   Best: 1503563371   3218.37 seconds
1356999 Steps   Best: 1503563371   3218.39 seconds
1357999 Steps   Best: 1503563371   3220.60 seconds
1358999 Steps   Best: 1503563371   3222.69 seconds
1359894 Steps   Best: 1503563335   3224.65 seconds
1359999 Steps   Best: 1503563335   3224.87 seconds
Wrote the tour to linkern.tour
1360999 Steps   Best: 1503563335   3226.91 seconds
1361999 Steps   Best: 1503563335   3229.00 seconds
1362788 Steps   Best: 1503562018   3230.78 seconds
1362999 Steps   Best: 1503562018   3231.26 seconds
1363162 Steps   Best: 1503561924   3231.59 seconds
1363259 Steps   Best: 1503561694   3231.79 seconds
1363383 Steps   Best: 1503561675   3232.06 seconds
1363999 Steps   Best: 1503561675   3233.29 seconds
1364999 Steps   Best: 1503561675   3235.42 seconds
1365999 Steps   Best: 1503561675   3237.56 seconds
1366999 Steps   Best: 1503561675   3239.61 seconds
1367999 Steps   Best: 1503561675   3241.85 seconds
1368999 Steps   Best: 1503561675   3244.39 seconds
1369893 Steps   Best: 1503560944   3246.72 seconds
1369999 Steps   Best: 1503560944   3247.02 seconds
Wrote the tour to linkern.tour
1370999 Steps   Best: 1503560944   3249.81 seconds
1371868 Steps   Best: 1503560562   3251.99 seconds
1371999 Steps   Best: 1503560562   3252.27 seconds
1372379 Steps   Best: 1503560468   3253.09 seconds
1372999 Steps   Best: 1503560468   3254.39 seconds
1373600 Steps   Best: 1503559910   3255.66 seconds
1373999 Steps   Best: 1503559910   3256.51 seconds
1374999 Steps   Best: 1503559910   3258.60 seconds
1375846 Steps   Best: 1503559689   3260.39 seconds
1375997 Steps   Best: 1503559615   3260.68 seconds
1375999 Steps   Best: 1503559615   3260.68 seconds
1376999 Steps   Best: 1503559615   3262.70 seconds
1377999 Steps   Best: 1503559615   3264.81 seconds
1378017 Steps   Best: 1503559005   3264.85 seconds
1378328 Steps   Best: 1503558160   3265.49 seconds
1378999 Steps   Best: 1503558160   3266.94 seconds
1379561 Steps   Best: 1503557507   3268.08 seconds
1379999 Steps   Best: 1503557507   3268.95 seconds
Wrote the tour to linkern.tour
1380999 Steps   Best: 1503557507   3271.06 seconds
1381924 Steps   Best: 1503557116   3273.03 seconds
1381999 Steps   Best: 1503557116   3273.17 seconds
1382553 Steps   Best: 1503557086   3274.32 seconds
1382999 Steps   Best: 1503557086   3275.27 seconds
1383323 Steps   Best: 1503556915   3275.92 seconds
1383511 Steps   Best: 1503556896   3276.30 seconds
1383708 Steps   Best: 1503556721   3276.72 seconds
1383999 Steps   Best: 1503556721   3277.32 seconds
1384999 Steps   Best: 1503556721   3279.38 seconds
1385999 Steps   Best: 1503556721   3281.46 seconds
1386948 Steps   Best: 1503556563   3283.35 seconds
1386999 Steps   Best: 1503556563   3283.46 seconds
1387999 Steps   Best: 1503556563   3285.42 seconds
1388999 Steps   Best: 1503556563   3287.46 seconds
1389768 Steps   Best: 1503556390   3289.00 seconds
1389999 Steps   Best: 1503556390   3289.45 seconds
Wrote the tour to linkern.tour
1390999 Steps   Best: 1503556390   3291.47 seconds
1391890 Steps   Best: 1503556287   3293.25 seconds
1391999 Steps   Best: 1503556287   3293.47 seconds
1392047 Steps   Best: 1503556142   3293.57 seconds
1392089 Steps   Best: 1503556014   3293.66 seconds
1392999 Steps   Best: 1503556014   3295.54 seconds
1393545 Steps   Best: 1503556010   3296.73 seconds
1393981 Steps   Best: 1503555917   3297.74 seconds
1393999 Steps   Best: 1503555917   3297.78 seconds
1394038 Steps   Best: 1503555895   3297.87 seconds
1394999 Steps   Best: 1503555895   3300.07 seconds
1395061 Steps   Best: 1503555698   3300.22 seconds
1395999 Steps   Best: 1503555698   3302.19 seconds
1396999 Steps   Best: 1503555698   3304.26 seconds
1397749 Steps   Best: 1503555663   3306.13 seconds
1397941 Steps   Best: 1503554329   3306.63 seconds
1397999 Steps   Best: 1503554329   3306.75 seconds
1398116 Steps   Best: 1503554095   3307.05 seconds
1398999 Steps   Best: 1503554095   3308.97 seconds
1399778 Steps   Best: 1503553829   3310.73 seconds
1399999 Steps   Best: 1503553829   3311.28 seconds
Wrote the tour to linkern.tour
1400999 Steps   Best: 1503553829   3313.50 seconds
1401781 Steps   Best: 1503553822   3315.29 seconds
1401999 Steps   Best: 1503553822   3315.85 seconds
1402899 Steps   Best: 1503553802   3317.82 seconds
